BRH_region,ISOalpha3code,Country,date,year,debtpctgdp,dsa,sovrate,dsp_pctexp,reserves_mthimp,erdep,inflation,wb_incgroup
East Asia,MMR,Myanmar,01/08/2013,2013,,,,,,11.56,7.14,
East Asia,MMR,Myanmar,01/09/2013,2013,,,,,,12.42,5.79,
East Asia,MMR,Myanmar,01/10/2013,2013,,,,,,14.09,4.65,
East Asia,MMR,Myanmar,01/11/2013,2013,,,,,,14.98,4.70,
East Asia,MMR,Myanmar,01/12/2013,2013,36.06,,,19.86,7.61,15.51,4.54,Lower middle income
East Asia,MMR,Myanmar,01/01/2014,2014,,,,,,14.90,4.58,
East Asia,MMR,Myanmar,01/02/2014,2014,,,,,,14.46,5.79,
East Asia,MMR,Myanmar,01/03/2014,2014,,,,,,10.92,6.31,
East Asia,MMR,Myanmar,01/04/2014,2014,,,,,,8.82,6.00,
East Asia,MMR,Myanmar,01/05/2014,2014,,,,,,4.62,5.83,
East Asia,MMR,Myanmar,01/06/2014,2014,,,,,,2.00,5.51,
East Asia,MMR,Myanmar,01/07/2014,2014,,,,,,-0.63,5.33,
East Asia,MMR,Myanmar,01/08/2014,2014,,,,,,-0.12,4.12,
East Asia,MMR,Myanmar,01/09/2014,2014,,,,,,0.88,3.60,
East Asia,MMR,Myanmar,01/10/2014,2014,,,,,,2.40,3.69,
East Asia,MMR,Myanmar,01/11/2014,2014,,,,,,5.21,3.92,
East Asia,MMR,Myanmar,01/12/2014,2014,35.22,,,4.45,3.07,4.77,4.96,Lower middle income
East Asia,MMR,Myanmar,01/01/2015,2015,,,,,,4.42,6.16,
East Asia,MMR,Myanmar,01/02/2015,2015,,,,,,4.72,5.99,
East Asia,MMR,Myanmar,01/03/2015,2015,,,,,,6.61,6.11,
East Asia,MMR,Myanmar,01/04/2015,2015,,,,,,10.71,6.42,
East Asia,MMR,Myanmar,01/05/2015,2015,,,,,,13.57,6.80,
East Asia,MMR,Myanmar,01/06/2015,2015,,,,,,14.52,7.58,
East Asia,MMR,Myanmar,01/07/2015,2015,,,,,,22.91,8.73,
East Asia,MMR,Myanmar,01/08/2015,2015,,,,,,26.98,12.47,
East Asia,MMR,Myanmar,01/09/2015,2015,,,,,,31.12,13.51,
East Asia,MMR,Myanmar,01/10/2015,2015,,,,,,28.86,14.26,
East Asia,MMR,Myanmar,01/11/2015,2015,,,,,,25.65,14.36,
East Asia,MMR,Myanmar,01/12/2015,2015,36.37,,,3.31,2.85,26.22,10.60,Lower middle income
East Asia,MMR,Myanmar,01/01/2016,2016,,,,,,26.08,8.35,
East Asia,MMR,Myanmar,01/02/2016,2016,,,,,,21.07,8.43,
East Asia,MMR,Myanmar,01/03/2016,2016,,,,,,17.62,8.39,
East Asia,MMR,Myanmar,01/04/2016,2016,,,,,,10.44,9.64,
East Asia,MMR,Myanmar,01/05/2016,2016,,,,,,6.97,9.27,
East Asia,MMR,Myanmar,01/06/2016,2016,,,,,,6.47,9.22,
East Asia,MMR,Myanmar,01/07/2016,2016,,,,,,-1.49,8.58,
East Asia,MMR,Myanmar,01/08/2016,2016,,,,,,-3.04,4.91,
East Asia,MMR,Myanmar,01/09/2016,2016,,,,,,-4.03,3.88,
East Asia,MMR,Myanmar,01/10/2016,2016,,,,,,-0.65,3.51,
East Asia,MMR,Myanmar,01/11/2016,2016,,,,,,0.53,3.47,
East Asia,MMR,Myanmar,01/12/2016,2016,38.33,,,5.16,3.26,3.73,6.55,Lower middle income
East Asia,MMR,Myanmar,01/01/2017,2017,,,,,,4.17,7.76,
East Asia,MMR,Myanmar,01/02/2017,2017,,,,,,8.82,7.99,
East Asia,MMR,Myanmar,01/03/2017,2017,,,,,,11.90,7.00,
East Asia,MMR,Myanmar,01/04/2017,2017,,,,,,15.29,4.74,
East Asia,MMR,Myanmar,01/05/2017,2017,,,,,,16.37,3.90,
East Asia,MMR,Myanmar,01/06/2017,2017,,,,,,14.85,2.92,
East Asia,MMR,Myanmar,01/07/2017,2017,,,,,,15.78,2.30,
East Asia,MMR,Myanmar,01/08/2017,2017,,,,,,13.81,2.40,
East Asia,MMR,Myanmar,01/09/2017,2017,,,,,,10.07,3.40,
East Asia,MMR,Myanmar,01/10/2017,2017,,,,,,7.01,4.00,
East Asia,MMR,Myanmar,01/11/2017,2017,,,,,,5.45,4.47,
East Asia,MMR,Myanmar,01/12/2017,2017,38.47,,,4.23,2.89,1.08,4.45,Lower middle income
East Asia,MMR,Myanmar,01/01/2018,2018,,,,,,-0.41,5.23,
East Asia,MMR,Myanmar,01/02/2018,2018,,,,,,-1.97,5.11,
East Asia,MMR,Myanmar,01/03/2018,2018,,,,,,-1.78,5.42,
East Asia,MMR,Myanmar,01/04/2018,2018,,,,,,-1.95,5.87,
East Asia,MMR,Myanmar,01/05/2018,2018,,,,,,-1.14,5.90,
East Asia,MMR,Myanmar,01/06/2018,2018,,,,,,0.41,6.45,
East Asia,MMR,Myanmar,01/07/2018,2018,,,,,,3.42,7.56,
East Asia,MMR,Myanmar,01/08/2018,2018,,,,,,8.18,8.18,
East Asia,MMR,Myanmar,01/09/2018,2018,,,,,,14.27,8.59,
East Asia,MMR,Myanmar,01/10/2018,2018,,,,,,12.34,8.85,
East Asia,MMR,Myanmar,01/11/2018,2018,,,,,,14.97,8.33,
East Asia,MMR,Myanmar,01/12/2018,2018,40.42,,,4.81,3.11,14.81,6.85,Lower middle income
East Asia,MMR,Myanmar,01/01/2019,2019,,,,,3.29,13.89,6.14,
East Asia,MMR,Myanmar,01/02/2019,2019,,,,,3.29,14.71,6.69,
East Asia,MMR,Myanmar,01/03/2019,2019,,,,,3.29,14.02,7.92,
East Asia,MMR,Myanmar,01/04/2019,2019,,,,,3.29,14.05,8.73,
East Asia,MMR,Myanmar,01/05/2019,2019,,,,,3.29,13.87,9.57,
East Asia,MMR,Myanmar,01/06/2019,2019,,,,,3.29,11.67,9.51,
East Asia,MMR,Myanmar,01/07/2019,2019,,,,,3.29,7.09,10.87,
East Asia,MMR,Myanmar,01/08/2019,2019,,,,,3.29,2.98,10.37,
East Asia,MMR,Myanmar,01/09/2019,2019,,,,,3.29,-1.19,9.51,
East Asia,MMR,Myanmar,01/10/2019,2019,,,,,3.29,-1.01,8.72,
East Asia,MMR,Myanmar,01/11/2019,2019,,,,,3.29,-3.50,8.26,
East Asia,MMR,Myanmar,01/12/2019,2019,38.75,,,3.36,3.29,-6.18,9.45,Lower middle income
East Asia,MMR,Myanmar,01/01/2020,2020,,,,,,-1.00,9.09,
East Asia,MMR,Myanmar,01/02/2020,2020,,,,,,-5.10,8.36,
East Asia,MMR,Myanmar,01/03/2020,2020,,,,,,-8.00,6.61,
East Asia,MMR,Myanmar,01/04/2020,2020,,,,,,-6.16,5.24,
East Asia,MMR,Myanmar,01/05/2020,2020,,,,,,-8.42,4.21,
East Asia,MMR,Myanmar,01/06/2020,2020,,,,,,-8.44,4.16,
East Asia,MMR,Myanmar,01/07/2020,2020,,,,,,-9.20,1.70,
East Asia,MMR,Myanmar,01/08/2020,2020,,,,,,-10.41,1.84,
East Asia,MMR,Myanmar,01/09/2020,2020,,,,,,-13.73,2.03,
East Asia,MMR,Myanmar,01/10/2020,2020,,,,,,-14.64,1.50,
East Asia,MMR,Myanmar,01/11/2020,2020,,,,,,-14.23,0.97,
East Asia,MMR,Myanmar,01/12/2020,2020,39.28,,,3.30,5.50,-8.74,0.75,Lower middle income
East Asia,MMR,Myanmar,01/01/2021,2021,,,,,,-12.26,0.74,
East Asia,MMR,Myanmar,01/02/2021,2021,,,,,,-2.81,1.51,
East Asia,MMR,Myanmar,01/03/2021,2021,,,,,6.00,2.15,2.65,
East Asia,MMR,Myanmar,01/04/2021,2021,,,,,,7.93,4.01,
East Asia,MMR,Myanmar,01/05/2021,2021,,,,,,14.63,5.35,
East Asia,MMR,Myanmar,01/06/2021,2021,,,,,,13.59,5.68,
East Asia,MMR,Myanmar,01/07/2021,2021,,,,,,19.39,6.51,
East Asia,MMR,Myanmar,01/08/2021,2021,,,,,,21.87,6.71,
East Asia,MMR,Myanmar,01/09/2021,2021,,,,,,32.66,7.28,
East Asia,MMR,Myanmar,01/10/2021,2021,,,,,,44.95,9.94,
East Asia,MMR,Myanmar,01/11/2021,2021,,,,,,36.66,11.61,
East Asia,MMR,Myanmar,01/12/2021,2021,65.53,Low,,16.99,,32.73,12.63,Lower middle income
East Asia,MMR,Myanmar,01/01/2022,2022,,,,,,33.55,13.75,
East Asia,MMR,Myanmar,01/02/2022,2022,,,,,,26.29,14.10,
East Asia,MMR,Myanmar,01/03/2022,2022,,,,,,24.15,17.30,
East Asia,MMR,Myanmar,01/04/2022,2022,,,,,,20.38,17.79,
East Asia,MMR,Myanmar,01/05/2022,2022,,,,,,14.89,18.15,
East Asia,MMR,Myanmar,01/06/2022,2022,,,,,,16.64,19.42,
East Asia,MMR,Myanmar,01/07/2022,2022,,,,,,12.96,19.55,
East Asia,MMR,Myanmar,01/08/2022,2022,,,,,,24.23,,
East Asia,MMR,Myanmar,01/09/2022,2022,,,,,,19.70,,
East Asia,MMR,Myanmar,01/10/2022,2022,,,,,,,,
East Asia,MMR,Myanmar,01/11/2022,2022,,,,,,,,
East Asia,MMR,Myanmar,01/12/2022,2022,63.90,,,,,,,Lower middle income
East Asia,MMR,Myanmar,01/01/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/02/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/03/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/04/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/05/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/06/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/07/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/08/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/09/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/10/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/11/2023,2023,,,,,,,,
East Asia,MMR,Myanmar,01/12/2023,2023,,,,,,,,Lower middle income
Pacific,NRU,Nauru,01/01/2000,2000,,,,,,-4.08,,
Pacific,NRU,Nauru,01/02/2000,2000,,,,,,1.72,,
Pacific,NRU,Nauru,01/03/2000,2000,,,,,,3.35,,
Pacific,NRU,Nauru,01/04/2000,2000,,,,,,7.36,,
Pacific,NRU,Nauru,01/05/2000,2000,,,,,,14.48,,
Pacific,NRU,Nauru,01/06/2000,2000,,,,,,10.48,,
Pacific,NRU,Nauru,01/07/2000,2000,,,,,,11.73,,
Pacific,NRU,Nauru,01/08/2000,2000,,,,,,11.00,,
Pacific,NRU,Nauru,01/09/2000,2000,,,,,,17.18,,
Pacific,NRU,Nauru,01/10/2000,2000,,,,,,23.48,,
Pacific,NRU,Nauru,01/11/2000,2000,,,,,,22.45,,
Pacific,NRU,Nauru,01/12/2000,2000,,,,,,16.96,,High income
Pacific,NRU,Nauru,01/01/2001,2001,,,,,,18.35,,
Pacific,NRU,Nauru,01/02/2001,2001,,,,,,17.61,,
Pacific,NRU,Nauru,01/03/2001,2001,,,,,,20.76,,
Pacific,NRU,Nauru,01/04/2001,2001,,,,,,19.33,,
Pacific,NRU,Nauru,01/05/2001,2001,,,,,,11.24,,
Pacific,NRU,Nauru,01/06/2001,2001,,,,,,14.59,,
Pacific,NRU,Nauru,01/07/2001,2001,,,,,,15.40,,
Pacific,NRU,Nauru,01/08/2001,2001,,,,,,10.78,,
Pacific,NRU,Nauru,01/09/2001,2001,,,,,,9.36,,
Pacific,NRU,Nauru,01/10/2001,2001,,,,,,4.51,,
Pacific,NRU,Nauru,01/11/2001,2001,,,,,,1.05,,
Pacific,NRU,Nauru,01/12/2001,2001,,,,,,6.51,,High income
Pacific,NRU,Nauru,01/01/2002,2002,,,,,,7.54,,
Pacific,NRU,Nauru,01/02/2002,2002,,,,,,4.26,,
Pacific,NRU,Nauru,01/03/2002,2002,,,,,,-3.78,,
Pacific,NRU,Nauru,01/04/2002,2002,,,,,,-6.42,,
Pacific,NRU,Nauru,01/05/2002,2002,,,,,,-5.42,,
Pacific,NRU,Nauru,01/06/2002,2002,,,,,,-9.04,,
Pacific,NRU,Nauru,01/07/2002,2002,,,,,,-7.98,,
Pacific,NRU,Nauru,01/08/2002,2002,,,,,,-3.19,,
Pacific,NRU,Nauru,01/09/2002,2002,,,,,,-7.45,,
Pacific,NRU,Nauru,01/10/2002,2002,,,,,,-8.15,,
Pacific,NRU,Nauru,01/11/2002,2002,,,,,,-7.89,,
Pacific,NRU,Nauru,01/12/2002,2002,,,,,,-8.71,,High income
Pacific,NRU,Nauru,01/01/2003,2003,,,,,,-11.26,,
Pacific,NRU,Nauru,01/02/2003,2003,,,,,,-13.64,,
Pacific,NRU,Nauru,01/03/2003,2003,,,,,,-12.87,,
Pacific,NRU,Nauru,01/04/2003,2003,,,,,,-12.24,,
Pacific,NRU,Nauru,01/05/2003,2003,,,,,,-15.03,,
Pacific,NRU,Nauru,01/06/2003,2003,,,,,,-14.26,,
Pacific,NRU,Nauru,01/07/2003,2003,,,,,,-16.25,,
Pacific,NRU,Nauru,01/08/2003,2003,,,,,,-16.73,,
Pacific,NRU,Nauru,01/09/2003,2003,,,,,,-17.30,,
Pacific,NRU,Nauru,01/10/2003,2003,,,,,,-20.76,,
Pacific,NRU,Nauru,01/11/2003,2003,,,,,,-21.61,,
Pacific,NRU,Nauru,01/12/2003,2003,,,,,,-23.73,,High income
Pacific,NRU,Nauru,01/01/2004,2004,,,,,,-24.27,,
Pacific,NRU,Nauru,01/02/2004,2004,,,,,,-23.61,,
Pacific,NRU,Nauru,01/03/2004,2004,,,,,,-19.68,,
Pacific,NRU,Nauru,01/04/2004,2004,,,,,,-18.21,,
Pacific,NRU,Nauru,01/05/2004,2004,,,,,,-8.29,,
Pacific,NRU,Nauru,01/06/2004,2004,,,,,,-4.30,,
Pacific,NRU,Nauru,01/07/2004,2004,,,,,,-7.60,,
Pacific,NRU,Nauru,01/08/2004,2004,,,,,,-8.30,,
Pacific,NRU,Nauru,01/09/2004,2004,,,,,,-5.69,,
Pacific,NRU,Nauru,01/10/2004,2004,,,,,,-5.34,,
Pacific,NRU,Nauru,01/11/2004,2004,,,,,,-6.90,,
Pacific,NRU,Nauru,01/12/2004,2004,,,,,,-3.82,,High income
Pacific,NRU,Nauru,01/01/2005,2005,,,,,,0.43,,
Pacific,NRU,Nauru,01/02/2005,2005,,,,,,-0.39,,
Pacific,NRU,Nauru,01/03/2005,2005,,,,,,-4.46,,
Pacific,NRU,Nauru,01/04/2005,2005,,,,,,-3.48,,
Pacific,NRU,Nauru,01/05/2005,2005,,,,,,-7.93,,
Pacific,NRU,Nauru,01/06/2005,2005,,,,,,-9.45,,
Pacific,NRU,Nauru,01/07/2005,2005,,,,,,-4.79,,
Pacific,NRU,Nauru,01/08/2005,2005,,,,,,-6.74,,
Pacific,NRU,Nauru,01/09/2005,2005,,,,,,-8.35,,
Pacific,NRU,Nauru,01/10/2005,2005,,,,,,-2.85,,
Pacific,NRU,Nauru,01/11/2005,2005,,,,,,1.94,,
Pacific,NRU,Nauru,01/12/2005,2005,,,,,,3.48,,High income
Pacific,NRU,Nauru,01/01/2006,2006,,,,,,2.21,,
Pacific,NRU,Nauru,01/02/2006,2006,,,,,,5.27,,
Pacific,NRU,Nauru,01/03/2006,2006,,,,,,7.84,,
Pacific,NRU,Nauru,01/04/2006,2006,,,,,,5.12,,
Pacific,NRU,Nauru,01/05/2006,2006,,,,,,0.37,,
Pacific,NRU,Nauru,01/06/2006,2006,,,,,,3.53,,
Pacific,NRU,Nauru,01/07/2006,2006,,,,,,0.13,,
Pacific,NRU,Nauru,01/08/2006,2006,,,,,,-0.23,,
Pacific,NRU,Nauru,01/09/2006,2006,,,,,,1.14,,
Pacific,NRU,Nauru,01/10/2006,2006,,,,,,0.09,,
Pacific,NRU,Nauru,01/11/2006,2006,,,,,,-2.31,,
Pacific,NRU,Nauru,01/12/2006,2006,,,,,,-5.63,,High income
Pacific,NRU,Nauru,01/01/2007,2007,,,,,,-4.45,,
Pacific,NRU,Nauru,01/02/2007,2007,,,,,,-5.20,,
Pacific,NRU,Nauru,01/03/2007,2007,,,,,,-8.08,,
Pacific,NRU,Nauru,01/04/2007,2007,,,,,,-10.92,,
Pacific,NRU,Nauru,01/05/2007,2007,,,,,,-7.52,,
Pacific,NRU,Nauru,01/06/2007,2007,,,,,,-12.05,,
Pacific,NRU,Nauru,01/07/2007,2007,,,,,,-13.38,,
Pacific,NRU,Nauru,01/08/2007,2007,,,,,,-8.02,,
Pacific,NRU,Nauru,01/09/2007,2007,,,,,,-10.48,,
Pacific,NRU,Nauru,01/10/2007,2007,,,,,,-16.18,,
Pacific,NRU,Nauru,01/11/2007,2007,,,,,,-14.04,,
Pacific,NRU,Nauru,01/12/2007,2007,,,,,,-9.92,,High income
Pacific,NRU,Nauru,01/01/2008,2008,,,,,,-11.07,,
Pacific,NRU,Nauru,01/02/2008,2008,,,,,,-14.32,,
Pacific,NRU,Nauru,01/03/2008,2008,,,,,,-14.40,,
Pacific,NRU,Nauru,01/04/2008,2008,,,,,,-11.33,,
Pacific,NRU,Nauru,01/05/2008,2008,,,,,,-13.02,,
Pacific,NRU,Nauru,01/06/2008,2008,,,,,,-11.45,,
Pacific,NRU,Nauru,01/07/2008,2008,,,,,,-9.87,,
Pacific,NRU,Nauru,01/08/2008,2008,,,,,,-8.97,,
Pacific,NRU,Nauru,01/09/2008,2008,,,,,,3.01,,
Pacific,NRU,Nauru,01/10/2008,2008,,,,,,29.66,,
Pacific,NRU,Nauru,01/11/2008,2008,,,,,,36.99,,
Pacific,NRU,Nauru,01/12/2008,2008,,,,,,30.30,,High income
Pacific,NRU,Nauru,01/01/2009,2009,,,,,,30.07,,
Pacific,NRU,Nauru,01/02/2009,2009,,,,,,40.69,,
Pacific,NRU,Nauru,01/03/2009,2009,,,,,,39.18,,
Pacific,NRU,Nauru,01/04/2009,2009,,,,,,30.68,,
Pacific,NRU,Nauru,01/05/2009,2009,,,,,,24.45,,
Pacific,NRU,Nauru,01/06/2009,2009,,,,,,18.50,,
Pacific,NRU,Nauru,01/07/2009,2009,,,,,,19.77,,
Pacific,NRU,Nauru,01/08/2009,2009,,,,,,9.24,,
Pacific,NRU,Nauru,01/09/2009,2009,,,,,,-4.71,,
Pacific,NRU,Nauru,01/10/2009,2009,,,,,,-23.57,,
Pacific,NRU,Nauru,01/11/2009,2009,,,,,,-28.75,,
Pacific,NRU,Nauru,01/12/2009,2009,,,,,,-25.66,,High income
Pacific,NRU,Nauru,01/01/2010,2010,,,,,,-25.80,,
Pacific,NRU,Nauru,01/02/2010,2010,,,,,,-26.77,,
Pacific,NRU,Nauru,01/03/2010,2010,,,,,,-27.13,,
Pacific,NRU,Nauru,01/04/2010,2010,,,,,,-23.04,,
Pacific,NRU,Nauru,01/05/2010,2010,,,,,,-12.49,,
Pacific,NRU,Nauru,01/06/2010,2010,,,,,,-5.89,,
Pacific,NRU,Nauru,01/07/2010,2010,,,,,,-8.08,,
Pacific,NRU,Nauru,01/08/2010,2010,,,,,,-7.32,,
Pacific,NRU,Nauru,01/09/2010,2010,,,,,,-7.98,,
Pacific,NRU,Nauru,01/10/2010,2010,,,,,,-7.47,,
Pacific,NRU,Nauru,01/11/2010,2010,,,,,,-7.07,,
Pacific,NRU,Nauru,01/12/2010,2010,242.50,,,,,-9.19,,High income
Pacific,NRU,Nauru,01/01/2011,2011,,,,,,-8.20,4.01,
Pacific,NRU,Nauru,01/02/2011,2011,,,,,,-12.13,,
Pacific,NRU,Nauru,01/03/2011,2011,,,,,,-9.70,0.00,
Pacific,NRU,Nauru,01/04/2011,2011,,,,,,-12.58,,
Pacific,NRU,Nauru,01/05/2011,2011,,,,,,-18.47,3.08,
Pacific,NRU,Nauru,01/06/2011,2011,,,,,,-19.59,,
Pacific,NRU,Nauru,01/07/2011,2011,,,,,,-18.79,,
Pacific,NRU,Nauru,01/08/2011,2011,,,,,,-14.33,1.21,
Pacific,NRU,Nauru,01/09/2011,2011,,,,,,-8.60,,
Pacific,NRU,Nauru,01/10/2011,2011,,,,,,-3.10,,
Pacific,NRU,Nauru,01/11/2011,2011,,,,,,-1.98,0.91,
Pacific,NRU,Nauru,01/12/2011,2011,188.94,,,,,-1.98,0.30,High income
Pacific,NRU,Nauru,01/01/2012,2012,,,,,,-4.15,,
Pacific,NRU,Nauru,01/02/2012,2012,,,,,,-5.97,2.12,
Pacific,NRU,Nauru,01/03/2012,2012,,,,,,-4.20,1.20,
Pacific,NRU,Nauru,01/04/2012,2012,,,,,,2.36,,
Pacific,NRU,Nauru,01/05/2012,2012,,,,,,6.94,,
Pacific,NRU,Nauru,01/06/2012,2012,,,,,,6.24,0.00,
Pacific,NRU,Nauru,01/07/2012,2012,,,,,,4.59,0.60,
Pacific,NRU,Nauru,01/08/2012,2012,,,,,,0.35,,
Pacific,NRU,Nauru,01/09/2012,2012,,,,,,-1.50,,
Pacific,NRU,Nauru,01/10/2012,2012,,,,,,-1.76,0.30,
Pacific,NRU,Nauru,01/11/2012,2012,,,,,,-2.96,0.40,
Pacific,NRU,Nauru,01/12/2012,2012,123.08,,,,,-3.26,0.70,High income
Pacific,NRU,Nauru,01/01/2013,2013,,,,,,-1.07,0.90,
Pacific,NRU,Nauru,01/02/2013,2013,,,,,,3.94,,
Pacific,NRU,Nauru,01/03/2013,2013,,,,,,2.03,,
Pacific,NRU,Nauru,01/04/2013,2013,,,,,,-0.40,1.52,
Pacific,NRU,Nauru,01/05/2013,2013,,,,,,0.75,0.60,
Pacific,NRU,Nauru,01/06/2013,2013,,,,,,5.77,2.20,
Pacific,NRU,Nauru,01/07/2013,2013,,,,,,12.22,,
Pacific,NRU,Nauru,01/08/2013,2013,,,,,,15.77,5.15,
Pacific,NRU,Nauru,01/09/2013,2013,,,,,,12.04,,
Pacific,NRU,Nauru,01/10/2013,2013,,,,,,8.20,,
Pacific,NRU,Nauru,01/11/2013,2013,,,,,,11.57,,
Pacific,NRU,Nauru,01/12/2013,2013,126.89,,,,,16.47,,High income
Pacific,NRU,Nauru,01/01/2014,2014,,,,,,18.43,,
Pacific,NRU,Nauru,01/02/2014,2014,,,,,,15.09,,
Pacific,NRU,Nauru,01/03/2014,2014,,,,,,13.91,,
Pacific,NRU,Nauru,01/04/2014,2014,,,,,,11.48,,
Pacific,NRU,Nauru,01/05/2014,2014,,,,,,6.56,,
Pacific,NRU,Nauru,01/06/2014,2014,,,,,,0.74,,
Pacific,NRU,Nauru,01/07/2014,2014,,,,,,-2.34,,
Pacific,NRU,Nauru,01/08/2014,2014,,,,,,-2.81,,
Pacific,NRU,Nauru,01/09/2014,2014,,,,,,2.38,,
Pacific,NRU,Nauru,01/10/2014,2014,,,,,,8.36,,
Pacific,NRU,Nauru,01/11/2014,2014,,,,,,7.87,,
Pacific,NRU,Nauru,01/12/2014,2014,112.52,,,,,8.97,,High income
Pacific,NRU,Nauru,01/01/2015,2015,,,,,,9.94,,
Pacific,NRU,Nauru,01/02/2015,2015,,,,,,15.10,,
Pacific,NRU,Nauru,01/03/2015,2015,,,,,,17.33,,
Pacific,NRU,Nauru,01/04/2015,2015,,,,,,20.55,,
Pacific,NRU,Nauru,01/05/2015,2015,,,,,,17.80,,
Pacific,NRU,Nauru,01/06/2015,2015,,,,,,21.29,,
Pacific,NRU,Nauru,01/07/2015,2015,,,,,,26.52,,
Pacific,NRU,Nauru,01/08/2015,2015,,,,,,27.57,,
Pacific,NRU,Nauru,01/09/2015,2015,,,,,,28.37,,
Pacific,NRU,Nauru,01/10/2015,2015,,,,,,21.97,,
Pacific,NRU,Nauru,01/11/2015,2015,,,,,,20.90,,
Pacific,NRU,Nauru,01/12/2015,2015,82.20,,,,,13.72,,High income
Pacific,NRU,Nauru,01/01/2016,2016,,,,,,14.68,,
Pacific,NRU,Nauru,01/02/2016,2016,,,,,,9.29,,
Pacific,NRU,Nauru,01/03/2016,2016,,,,,,3.30,,
Pacific,NRU,Nauru,01/04/2016,2016,,,,,,0.84,,
Pacific,NRU,Nauru,01/05/2016,2016,,,,,,7.92,,
Pacific,NRU,Nauru,01/06/2016,2016,,,,,,4.40,,
Pacific,NRU,Nauru,01/07/2016,2016,,,,,,-1.37,,
Pacific,NRU,Nauru,01/08/2016,2016,,,,,,-4.35,,
Pacific,NRU,Nauru,01/09/2016,2016,,,,,,-7.05,,
Pacific,NRU,Nauru,01/10/2016,2016,,,,,,-5.44,,
Pacific,NRU,Nauru,01/11/2016,2016,,,,,,-5.06,,
Pacific,NRU,Nauru,01/12/2016,2016,81.75,,,,,-1.34,,High income
Pacific,NRU,Nauru,01/01/2017,2017,,,,,,-5.62,,
Pacific,NRU,Nauru,01/02/2017,2017,,,,,,-7.03,,
Pacific,NRU,Nauru,01/03/2017,2017,,,,,,-1.83,,
Pacific,NRU,Nauru,01/04/2017,2017,,,,,,1.61,,
Pacific,NRU,Nauru,01/05/2017,2017,,,,,,-1.50,,
Pacific,NRU,Nauru,01/06/2017,2017,,,,,,-2.13,,
Pacific,NRU,Nauru,01/07/2017,2017,,,,,,-3.43,,
Pacific,NRU,Nauru,01/08/2017,2017,,,,,,-3.70,,
Pacific,NRU,Nauru,01/09/2017,2017,,,,,,-4.73,,
Pacific,NRU,Nauru,01/10/2017,2017,,,,,,-2.23,,
Pacific,NRU,Nauru,01/11/2017,2017,,,,,,-1.17,,
Pacific,NRU,Nauru,01/12/2017,2017,77.97,,,,,-3.90,,High income
Pacific,NRU,Nauru,01/01/2018,2018,,,,,,-6.24,,
Pacific,NRU,Nauru,01/02/2018,2018,,,,,,-2.70,,
Pacific,NRU,Nauru,01/03/2018,2018,,,,,,-1.83,,
Pacific,NRU,Nauru,01/04/2018,2018,,,,,,-2.05,,
Pacific,NRU,Nauru,01/05/2018,2018,,,,,,-1.24,,
Pacific,NRU,Nauru,01/06/2018,2018,,,,,,0.85,,
Pacific,NRU,Nauru,01/07/2018,2018,,,,,,5.23,,
Pacific,NRU,Nauru,01/08/2018,2018,,,,,,8.08,,
Pacific,NRU,Nauru,01/09/2018,2018,,,,,,10.68,,
Pacific,NRU,Nauru,01/10/2018,2018,,,,,,9.68,,
Pacific,NRU,Nauru,01/11/2018,2018,,,,,,5.23,,
Pacific,NRU,Nauru,01/12/2018,2018,71.06,,,,,6.38,,High income
Pacific,NRU,Nauru,01/01/2019,2019,,,,,,11.19,,
Pacific,NRU,Nauru,01/02/2019,2019,,,,,,10.30,,
Pacific,NRU,Nauru,01/03/2019,2019,,,,,,9.67,,
Pacific,NRU,Nauru,01/04/2019,2019,,,,,,8.18,,
Pacific,NRU,Nauru,01/05/2019,2019,,,,,,8.32,,
Pacific,NRU,Nauru,01/06/2019,2019,,,,,,7.84,,
Pacific,NRU,Nauru,01/07/2019,2019,,,,,,5.99,,
Pacific,NRU,Nauru,01/08/2019,2019,,,,,,8.18,,
Pacific,NRU,Nauru,01/09/2019,2019,,,,,,5.80,,
Pacific,NRU,Nauru,01/10/2019,2019,,,,,,4.52,,
Pacific,NRU,Nauru,01/11/2019,2019,,,,,,6.11,,
Pacific,NRU,Nauru,01/12/2019,2019,59.57,,,,,4.50,,High income
Pacific,NRU,Nauru,01/01/2020,2020,,,,,,3.98,,
Pacific,NRU,Nauru,01/02/2020,2020,,,,,,7.05,,
Pacific,NRU,Nauru,01/03/2020,2020,,,,,,13.67,,
Pacific,NRU,Nauru,01/04/2020,2020,,,,,,12.98,,
Pacific,NRU,Nauru,01/05/2020,2020,,,,,,6.75,,
Pacific,NRU,Nauru,01/06/2020,2020,,,,,,0.83,,
Pacific,NRU,Nauru,01/07/2020,2020,,,,,,-0.59,,
Pacific,NRU,Nauru,01/08/2020,2020,,,,,,-5.94,,
